INDEX	INTEGRATED QUALITY FLAG	FILENAME	LAB	GRANT	CELLTYPE	HGNC TARGET NAME	TARGET NAME	ENSEMBL TARGET ID	TREATMENT	PROTOCOL	NPEAKS IDR OPTIMAL (IDR 2%)	NPEAKS IDR OPTIMAL (IDR 2%) BLACKLIST FILTERED	NPEAKS IN BLACKLIST	BLACKLIST PERCENTAGE	NPEAKS (SPP FDR 1%)	NPEAKS (SPP FDR 0.1 %)	NPEAKS (SPP FDR 0.01 %)	NPEAKS RELAXED (SPP FDR 90%)	RESCUE-RATIO (Np' / Nt) (DISTINCT READS)	SELF CONS. RATIO (Ns1/Ns2) (DISTINCT READS)
387	1	wgEncodeSydhTfbsGm18526NfkbTnfaIggrabAlnRep0	Stanford	Snyder	GM18526	NFKB1	NFKB	ENSG00000109320	TNFa	std	3085	3070	15	0.486223663	4080	0	0	26816		
388	1	wgEncodeSydhTfbsGm18951NfkbTnfaIggrabAlnRep0	Stanford	Snyder	GM18951	NFKB1	NFKB	ENSG00000109320	TNFa	std	13557	13535	22	0.16227779	10568	5046	0	300000		
389	1	wgEncodeSydhTfbsGm19099NfkbTnfaIggrabAlnRep0	Stanford	Snyder	GM19099	NFKB1	NFKB	ENSG00000109320	TNFa	std	7792	7777	15	0.192505133	20975	9125	0	300000		
390	1	wgEncodeSydhTfbsGm19193NfkbTnfaIggrabAlnRep0	Stanford	Snyder	GM19193	NFKB1	NFKB	ENSG00000109320	TNFa	std	5288	5280	8	0.15128593	13244	1922	0	300000		
391	1	wgEncodeSydhTfbsGm12878NfyaIggmusAlnRep0	Harvard	Snyder	GM12878	NFYA	NF-YA	ENSG00000001167	None	std	1846	1841	5	0.270855905	1148	0	0	300000		
392	1	wgEncodeSydhTfbsHelas3NfyaIggrabAlnRep0	Harvard	Snyder	HeLa-S3	NFYA	NF-YA	ENSG00000001167	None	std	5984	5978	6	0.10026738	4853	3070	0	300000		
393	1	wgEncodeSydhTfbsK562NfyaStdAlnRep0	Stanford	Snyder	K562	NFYA	NF-YA	ENSG00000001167	None	std	4287	4286	1	0.023326335	5618	3662	0	300000		
394	1	wgEncodeSydhTfbsGm12878NfybIggmusAlnRep0	Harvard	Snyder	GM12878	NFYB	NF-YB	ENSG00000120837	None	std	13304	13295	9	0.067648827	11916	7183	5577	31977		
395	1	wgEncodeSydhTfbsHelas3NfybIggrabAlnRep0	Harvard	Snyder	HeLa-S3	NFYB	NF-YB	ENSG00000120837	None	std	7163	7156	7	0.097724417	5862	3822	0	300000		
396	1	wgEncodeSydhTfbsK562NfybStdAlnRep0	Stanford	Snyder	K562	NFYB	NF-YB	ENSG00000120837	None	std	10099	10096	3	0.029705911	24923	17720	10773	195242		
397	1	wgEncodeSydhTfbsGm12878Tr4StdAlnRep0	USC	Snyder	GM12878	NR2C2	TR4	ENSG00000177463	None	std	1319	1263	56	4.245640637	297	0	0	300000		
398	1	wgEncodeSydhTfbsHelas3Tr4StdAlnRep0	USC	Snyder	HeLa-S3	NR2C2	TR4	ENSG00000177463	None	std	2167	2115	52	2.399630826	1106	972	0	300000		
399	1	wgEncodeSydhTfbsHepg2Tr4UcdAlnRep0	USC	Snyder	HepG2	NR2C2	TR4	ENSG00000177463	None	std	2969	2953	16	0.538901987	3219	2649	0	300000		
400	0	wgEncodeSydhTfbsK562Tr4UcdAlnRep0	USC	Snyder	K562	NR2C2	TR4	ENSG00000177463	None	std	664	587	77	11.59638554	641	0	0	300000		
401	1	wgEncodeHaibTfbsK562Nr2f2sc271940V0422111AlnRep0	HudsonAlpha	Myers	K562	NR2F2	NR2F2_(SC-271940)	ENSG00000185551	None	v042211.1	16717	16678	39	0.233295448	41225	25089	14433	300000		
402	1	wgEncodeHaibTfbsA549GrPcr2xDex100nmAlnRep0	HudsonAlpha	Myers	A549	NR3C1	GR	ENSG00000113580	DEX_100nM	PCR2x	16747	16720	27	0.161222906	52702	11886	8363	300000		
403	1	wgEncodeHaibTfbsA549GrPcr1xDex500pmAlnRep0	HudsonAlpha	Myers	A549	NR3C1	GR	ENSG00000113580	DEX_500pM	PCR1x	1015	1009	6	0.591133005	100	0	0	300000		
404	1	wgEncodeHaibTfbsA549GrPcr1xDex50nmAlnRep0	HudsonAlpha	Myers	A549	NR3C1	GR	ENSG00000113580	DEX_50nM	PCR1x	23331	23324	7	0.030003	17513	9631	6623	300000		
405	1	wgEncodeHaibTfbsA549GrPcr1xDex5nmAlnRep0	HudsonAlpha	Myers	A549	NR3C1	GR	ENSG00000113580	DEX_5nM	PCR1x	10288	10279	9	0.08748056	4540	1985	0	300000		
406	1	wgEncodeHaibTfbsEcc1GrV0416102Dex100nmAlnRep0	HudsonAlpha	Myers	ECC-1	NR3C1	GR	ENSG00000113580	DEX_100nM	v041610.2	9272	9255	17	0.183347714	17687	7923	0	300000		
407	0	wgEncodeSydhTfbsHepg2Grp20ForsklnStdAlnRep0	Stanford	Snyder	HepG2	NR3C1	GRp20	ENSG00000113580	forskolin	std	603	597	6	0.995024876	268	0	0	1132		
408	-1	wgEncodeUchicagoTfbsK562Enr4a1ControlAlnRep0	UChicago	White	K562	NR4A1	eGFP-NR4A1	ENSG00000123358	None	std	461	441	20	4.338394794	0	0	0	300000		
409	1	wgEncodeSydhTfbsGm12878Nrf1IggmusAlnRep0	Stanford	Snyder	GM12878	NRF1	Nrf1	ENSG00000106459	None	std	5695	5683	12	0.21071115	3663	2496	0	300000		
410	1	wgEncodeSydhTfbsH1hescNrf1IggrabAlnRep0	Stanford	Snyder	H1-hESC	NRF1	Nrf1	ENSG00000106459	None	std	4590	4513	77	1.677559913	3061	1854	0	16778		
411	1	wgEncodeSydhTfbsHelas3Nrf1IggmusAlnRep0	Stanford	Snyder	HeLa-S3	NRF1	Nrf1	ENSG00000106459	None	std	3071	2915	156	5.079778574	2084	1500	0	300000		
412	0	wgEncodeSydhTfbsHepg2Nrf1IggrabAlnRep0	Stanford	Snyder	HepG2	NRF1	Nrf1	ENSG00000106459	None	std	1973	1902	71	3.598580841	209	0	0	2083		
413	1	wgEncodeSydhTfbsK562Nrf1IggrabAlnRep0	Stanford	Snyder	K562	NRF1	Nrf1	ENSG00000106459	None	std	4262	4211	51	1.196621305	3382	858	0	22157		
414	1	wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	PAX5	PAX5-C20	ENSG00000196092	None	PCR1x	25384	25342	42	0.165458557	144485	80084	41347	300000		
415	1	wgEncodeHaibTfbsGm12891Pax5c20V0416101AlnRep0	HudsonAlpha	Myers	GM12891	PAX5	PAX5-C20	ENSG00000196092	None	v041610.1	3204	3156	48	1.498127341	174408	56110	7271	300000		
416	1	wgEncodeHaibTfbsGm12892Pax5c20V0416101AlnRep0	HudsonAlpha	Myers	GM12892	PAX5	PAX5-C20	ENSG00000196092	None	v041610.1	10345	10300	45	0.43499275	71761	39965	14333	300000		
417	1	wgEncodeHaibTfbsGm12878Pax5n19Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	PAX5	PAX5-N19	ENSG00000196092	None	PCR1x	19813	19740	73	0.36844496	118232	60958	32578	300000		
418	1	wgEncodeHaibTfbsGm12878Pbx3Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	PBX3	Pbx3	ENSG00000167081	None	PCR1x	10010	9941	69	0.689310689	107486	37939	0	300000		
419	1	wgEncodeBroadHistoneK562Phf8a301772aStdAlnRep0	Broad	Bernstein	K562	PHF8	PHF8_(A301-772A)	ENSG00000172943	None	std	22358	22302	56	0.250469631	32018	27740	24486	300000		
420	1	wgEncodeHaibTfbsGm12878Pmlsc71910V0422111AlnRep0	HudsonAlpha	Myers	GM12878	PML	PML_(SC-71910)	ENSG00000140464	None	v042211.1	16706	16678	28	0.167604453	78914	46160	26505	300000		
421	1	wgEncodeHaibTfbsK562Pmlsc71910V0422111AlnRep0	HudsonAlpha	Myers	K562	PML	PML_(SC-71910)	ENSG00000140464	None	v042211.1	15941	15895	46	0.28856408	32183	21098	17120	300000		
422	1	wgEncodeHaibTfbsA549Pol2Pcr2xDex100nmAlnRep0	HudsonAlpha	Myers	A549	POLR2A	Pol2	ENSG00000181222	DEX_100nM	PCR2x	27635	27603	32	0.115795187	193766	122898	72049	300000		
423	1	wgEncodeHaibTfbsA549Pol2Pcr2xEtoh02AlnRep0	HudsonAlpha	Myers	A549	POLR2A	Pol2	ENSG00000181222	EtOH_0.02pct	PCR2x	27721	27685	36	0.129865445	300000	228689	106451	300000		
424	1	wgEncodeOpenChromChipA549Pol2AlnRep0	UT-A	Crawford	A549	POLR2A	Pol2	ENSG00000181222	None	std	17042	17011	31	0.181903532	16833	14478	12999	300000		
425	1	wgEncodeHaibTfbsEcc1Pol2V0416102Dm002p1hAlnRep0	HudsonAlpha	Myers	ECC-1	POLR2A	Pol2	ENSG00000181222	DMSO_0.02pct	v041610.2	20161	20137	24	0.119041714	78705	49933	27663	300000		
426	1	wgEncodeOpenChromChipGlioblaPol2AlnRep0	UT-A	Crawford	Gliobla	POLR2A	Pol2	ENSG00000181222	None	std	17488	17417	71	0.405992681	31599	22863	19024	300000		
427	0	wgEncodeSydhTfbsGm10847Pol2IggmusAlnRep0	Stanford	Snyder	GM10847	POLR2A	Pol2	ENSG00000181222	None	std	9688	9683	5	0.051610239	33368	19879	12970	139439		
428	1	wgEncodeHaibTfbsGm12878Pol2Pcr2xAlnRep0	HudsonAlpha	Myers	GM12878	POLR2A	Pol2	ENSG00000181222	None	PCR2x	27584	27558	26	0.094257541	300000	238405	172766	300000		
429	1	wgEncodeSydhTfbsGm12878Pol2IggmusAlnRep0	Stanford	Snyder	GM12878	POLR2A	Pol2	ENSG00000181222	None	std	21961	21947	14	0.063749374	37750	24176	13970	300000		
430	1	wgEncodeOpenChromChipGm12878Pol2AlnRep0	UT-A	Crawford	GM12878	POLR2A	Pol2	ENSG00000181222	None	std	14246	14237	9	0.063175628	26411	17048	6371	299175		
431	0	wgEncodeSydhTfbsGm12878Pol2StdAlnRep0	Yale	Snyder	GM12878	POLR2A	Pol2	ENSG00000181222	None	std	11090	11086	4	0.03606853	32180	20348	9403	287191		
432	1	wgEncodeHaibTfbsGm12891Pol2Pcr1xAlnRep0	HudsonAlpha	Myers	GM12891	POLR2A	Pol2	ENSG00000181222	None	PCR1x	16611	16585	26	0.156522786	129131	77097	0	300000		
433	1	wgEncodeSydhTfbsGm12891Pol2IggmusAlnRep0	Stanford	Snyder	GM12891	POLR2A	Pol2	ENSG00000181222	None	std	20401	20390	11	0.053918926	36433	26428	18247	300000		
434	1	wgEncodeHaibTfbsGm12892Pol2V0416102AlnRep0	HudsonAlpha	Myers	GM12892	POLR2A	Pol2	ENSG00000181222	None	v041610.2	20086	20075	11	0.054764513	93809	59434	38672	300000		
435	1	wgEncodeSydhTfbsGm12892Pol2IggmusAlnRep0	Stanford	Snyder	GM12892	POLR2A	Pol2	ENSG00000181222	None	std	22558	22544	14	0.06206224	53218	35431	20057	300000		
436	1	wgEncodeSydhTfbsGm15510Pol2IggmusAlnRep0	Stanford	Snyder	GM15510	POLR2A	Pol2	ENSG00000181222	None	std	18676	18661	15	0.080316984	167731	97959	61615	285131		
437	1	wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0	Stanford	Snyder	GM18505	POLR2A	Pol2	ENSG00000181222	None	std	21800	21784	16	0.073394495	32502	23338	18318	300000		
438	1	wgEncodeSydhTfbsGm18526Pol2IggmusAlnRep0	Stanford	Snyder	GM18526	POLR2A	Pol2	ENSG00000181222	None	std	16872	16856	16	0.094831674	121695	54979	34343	291533		
439	1	wgEncodeSydhTfbsGm18951Pol2IggmusAlnRep0	Stanford	Snyder	GM18951	POLR2A	Pol2	ENSG00000181222	None	std	21253	21218	35	0.164682633	97111	58295	35579	300000		
440	1	wgEncodeSydhTfbsGm19099Pol2IggmusAlnRep0	Stanford	Snyder	GM19099	POLR2A	Pol2	ENSG00000181222	None	std	22230	22219	11	0.049482681	52319	35160	20674	300000		
441	1	wgEncodeSydhTfbsGm19193Pol2IggmusAlnRep0	Stanford	Snyder	GM19193	POLR2A	Pol2	ENSG00000181222	None	std	21421	21404	17	0.079361374	68895	45878	28241	300000		
442	1	wgEncodeHaibTfbsH1hescPol2V0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	POLR2A	Pol2	ENSG00000181222	None	v041610.2	20330	20317	13	0.063944909	151130	98807	40226	300000		
443	1	wgEncodeOpenChromChipH1hescPol2AlnRep1	UT-A	Crawford	H1-hESC	POLR2A	Pol2	ENSG00000181222	None	std	12928	12915	13	0.100556931	16960	10297	7614	89930		
444	1	wgEncodeSydhTfbsHct116Pol2UcdAlnRep0	USC	Snyder	HCT-116	POLR2A	Pol2	ENSG00000181222	None	std	12881	12864	17	0.131977331	14412	10882	8844	300000		
445	0	wgEncodeSydhTfbsHek293Pol2StdAlnRep0	Yale	Snyder	HEK293	POLR2A	Pol2	ENSG00000181222	None	std	11502	11490	12	0.104329682	55610	31264	21459	158229		
446	1	wgEncodeHaibTfbsHelas3Pol2Pcr1xAlnRep0	HudsonAlpha	Myers	HeLa-S3	POLR2A	Pol2	ENSG00000181222	None	PCR1x	25366	25332	34	0.134037688	123464	77865	47811	300000		
447	1	wgEncodeOpenChromChipHelas3Pol2AlnRep0	UT-A	Crawford	HeLa-S3	POLR2A	Pol2	ENSG00000181222	None	std	15741	15736	5	0.031764183	32587	23623	9702	297365		
448	1	wgEncodeSydhTfbsHelas3Pol2StdAlnRep0	Yale	Snyder	HeLa-S3	POLR2A	Pol2	ENSG00000181222	None	std	21278	21270	8	0.037597519	65300	43098	33630	300000		
449	1	wgEncodeHaibTfbsHepg2Pol2Pcr2xAlnRep0	HudsonAlpha	Myers	HepG2	POLR2A	Pol2	ENSG00000181222	None	PCR2x	25948	25927	21	0.080931093	228472	132355	81347	300000		
450	1	wgEncodeSydhTfbsHepg2Pol2ForsklnStdAlnRep0	Stanford	Snyder	HepG2	POLR2A	Pol2	ENSG00000181222	forskolin	std	22972	22928	44	0.191537524	91575	64391	7579	108421		
451	1	wgEncodeSydhTfbsHepg2Pol2IggrabAlnRep0	Stanford	Snyder	HepG2	POLR2A	Pol2	ENSG00000181222	None	std	19607	19572	35	0.178507676	41903	17276	10894	300000		
452	1	wgEncodeOpenChromChipHepg2Pol2AlnRep0	UT-A	Crawford	HepG2	POLR2A	Pol2	ENSG00000181222	None	std	15119	15108	11	0.072756135	73639	44813	28834	300000		
453	-1	wgEncodeSydhTfbsHepg2Pol2PravastStdAlnRep0	Yale	Snyder	HepG2	POLR2A	Pol2	ENSG00000181222	pravastatin	std	3596	3588	8	0.22246941	14550	10206	5686	244842		
454	1	wgEncodeHaibTfbsHuvecPol2Pcr1xAlnRep0	HudsonAlpha	Myers	HUVEC	POLR2A	Pol2	ENSG00000181222	None	PCR1x	19262	19254	8	0.041532551	31708	21219	12942	300000		
455	1	wgEncodeSydhTfbsHuvecPol2StdAlnRep0	Stanford	Snyder	HUVEC	POLR2A	Pol2	ENSG00000181222	None	std	12360	12305	55	0.444983819	29615	19288	10188	300000		
456	1	wgEncodeOpenChromChipHuvecPol2AlnRep0	UT-A	Crawford	HUVEC	POLR2A	Pol2	ENSG00000181222	None	std	17206	17190	16	0.092990817	56735	38873	12955	300000		
457	1	wgEncodeSydhTfbsImr90Pol2IggrabAlnRep0	Stanford	Snyder	IMR90	POLR2A	Pol2	ENSG00000181222	None	std	17674	17647	27	0.152766776	54798	36439	21264	300000		
458	1	wgEncodeHaibTfbsK562Pol2V0416101AlnRep0	HudsonAlpha	Myers	K562	POLR2A	Pol2	ENSG00000181222	None	v041610.1	25019	24989	30	0.119908869	300000	235981	158180	300000		
459	1	wgEncodeSydhTfbsK562Pol2Ifng30StdAlnRep0	Stanford	Snyder	K562	POLR2A	Pol2	ENSG00000181222	IFNg30	std	16575	16558	17	0.102564103	39520	22984	11098	300000		
460	1	wgEncodeSydhTfbsK562Pol2IggmusAlnRep0	Stanford	Snyder	K562	POLR2A	Pol2	ENSG00000181222	None	std	9997	9974	23	0.230069021	46785	16268	0	300000		
461	1	wgEncodeOpenChromChipK562Pol2AlnRep0	UT-A	Crawford	K562	POLR2A	Pol2	ENSG00000181222	None	std	19307	19255	52	0.269332366	87130	50766	27554	300000		
462	1	wgEncodeSydhTfbsK562Pol2Ifna30StdAlnRep0	Yale	Snyder	K562	POLR2A	Pol2	ENSG00000181222	IFNa30	std	13866	13845	21	0.151449589	39347	21073	15728	300000		
463	1	wgEncodeSydhTfbsK562Pol2Ifna6hStdAlnRep0	Yale	Snyder	K562	POLR2A	Pol2	ENSG00000181222	IFNa6h	std	13594	13582	12	0.088274239	38030	22406	14209	300000		
464	1	wgEncodeSydhTfbsK562Pol2Ifng6hStdAlnRep0	Yale	Snyder	K562	POLR2A	Pol2	ENSG00000181222	IFNg6h	std	16536	16522	14	0.084663764	77907	35082	19489	300000		
465	1	wgEncodeSydhTfbsK562Pol2StdAlnRep0	Yale	Snyder	K562	POLR2A	Pol2	ENSG00000181222	None	std	18124	18081	43	0.237254469	106954	61328	34502	300000		
466	1	wgEncodeOpenChromChipMcf7Pol2AlnRep0	UT-A	Crawford	MCF-7	POLR2A	Pol2	ENSG00000181222	None	std	16146	16136	10	0.061934845	18787	10435	6246	300000		
467	1	wgEncodeOpenChromChipMcf7Pol2SerumstvdAlnRep0	UT-A	Crawford	MCF-7	POLR2A	Pol2	ENSG00000181222	serum_starved_media	std	19446	19412	34	0.174843155	41072	17187	9688	300000		
468	1	wgEncodeOpenChromChipMcf7Pol2SerumstimAlnRep0	UT-A	Crawford	MCF-7	POLR2A	Pol2	ENSG00000181222	serum_stimulated_media	std	20481	20449	32	0.156242371	71468	21391	12080	300000		
469	1	wgEncodeSydhTfbsMcf10aesPol2TamStdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	POLR2A	Pol2	ENSG00000181222	4OHTAM_1uM_36hr	std	19523	19467	56	0.286841162	34008	25317	21667	300000		
470	1	wgEncodeSydhTfbsMcf10aesPol2Etoh01StdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	POLR2A	Pol2	ENSG00000181222	EtOH_0.01pct	std	22334	22298	36	0.161189218	49636	35945	27727	300000		
471	0	wgEncodeSydhTfbsNb4Pol2StdAlnRep0	Yale	Snyder	NB4	POLR2A	Pol2	ENSG00000181222	None	std	16741	16703	38	0.226987635	42080	29199	23175	300000		
472	1	wgEncodeSydhTfbsPbdePol2UcdAlnRep0	USC	Snyder	PBDE	POLR2A	Pol2	ENSG00000181222	None	std	18352	18332	20	0.108979948	34410	27784	23834	300000		
473	1	wgEncodeOpenChromChipProgfibPol2AlnRep0	UT-A	Crawford	ProgFib	POLR2A	Pol2	ENSG00000181222	None	std	16354	16338	16	0.097835392	30093	19637	8411	300000		
474	1	wgEncodeSydhTfbsRajiPol2UcdAlnRep0	USC	Snyder	Raji	POLR2A	Pol2	ENSG00000181222	None	std	19744	19732	12	0.060777958	53096	33763	25757	300000		
475	1	wgEncodeHaibTfbsGm12878Pol24h8Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	POLR2A	POLR2AphosphoS5	ENSG00000181222	None	PCR1x	19244	19234	10	0.051964249	300000	237600	151124	300000		
476	1	wgEncodeHaibTfbsGm12891Pol24h8Pcr1xAlnRep0	HudsonAlpha	Myers	GM12891	POLR2A	POLR2AphosphoS5	ENSG00000181222	None	PCR1x	16251	16236	15	0.092302012	209990	138311	99807	300000		
477	1	wgEncodeHaibTfbsGm12892Pol24h8V0416102AlnRep0	HudsonAlpha	Myers	GM12892	POLR2A	POLR2AphosphoS5	ENSG00000181222	None	v041610.2	17421	17407	14	0.080362781	178941	119654	67843	300000		
478	1	wgEncodeHaibTfbsH1hescPol24h8V0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	POLR2A	POLR2AphosphoS5	ENSG00000181222	None	v041610.2	21367	21342	25	0.117002855	300000	206726	112679	300000		
479	1	wgEncodeHaibTfbsHct116Pol24h8V0416101AlnRep0	HudsonAlpha	Myers	HCT-116	POLR2A	POLR2AphosphoS5	ENSG00000181222	None	v041610.1	29193	29178	15	0.051382181	95488	62380	48913	300000		
480	1	wgEncodeHaibTfbsHepg2Pol24h8V0416102AlnRep0	HudsonAlpha	Myers	HepG2	POLR2A	POLR2AphosphoS5	ENSG00000181222	None	v041610.2	19594	19586	8	0.040828825	241164	106765	47398	300000		
481	1	wgEncodeHaibTfbsHuvecPol24h8V0416101AlnRep0	HudsonAlpha	Myers	HUVEC	POLR2A	POLR2AphosphoS5	ENSG00000181222	None	v041610.1	32540	32525	15	0.046097111	122211	85603	66340	300000		
482	1	wgEncodeHaibTfbsK562Pol24h8V0416101AlnRep0	HudsonAlpha	Myers	K562	POLR2A	POLR2AphosphoS5	ENSG00000181222	None	v041610.1	23384	23352	32	0.136845706	300000	300000	213475	300000		
483	1	wgEncodeHaibTfbsPanc1Pol24h8V0416101AlnRep0	HudsonAlpha	Myers	PANC-1	POLR2A	POLR2AphosphoS5	ENSG00000181222	None	v041610.1	10368	10324	44	0.424382716	11231	5292	0	300000		
484	-1	wgEncodeHaibTfbsPfsk1Pol24h8V0416101AlnRep0	HudsonAlpha	Myers	PFSK-1	POLR2A	POLR2AphosphoS5	ENSG00000181222	None	v041610.1	297	282	15	5.050505051	12506	2593	0	114567		
485	1	wgEncodeHaibTfbsSknmcPol24h8V0416101AlnRep0	HudsonAlpha	Myers	SK-N-MC	POLR2A	POLR2AphosphoS5	ENSG00000181222	None	v041610.1	24145	24130	15	0.062124663	36497	25588	7359	300000		
486	1	wgEncodeHaibTfbsSknshPol24h8V0416101AlnRep0	HudsonAlpha	Myers	SK-N-SH	POLR2A	POLR2AphosphoS5	ENSG00000181222	None	v041610.1	28180	28168	12	0.042583392	263337	141067	65577	300000		
487	1	wgEncodeHaibTfbsU87Pol24h8V0416101AlnRep0V2	HudsonAlpha	Myers	U87	POLR2A	POLR2AphosphoS5	ENSG00000181222	None	v041610.1	22881	22873	8	0.034963507	173110	69023	37751	300000		
488	0	wgEncodeBroadHistoneHelas3Pol2bStdAlnRep0	Broad	Bernstein	HeLa-S3	POLR2A	POLR2A	ENSG00000181222	None	std	3164	3149	15	0.474083439	7109	674	0	300000		
489	0	wgEncodeBroadHistoneHuvecPol2bStdAlnRep0	Broad	Bernstein	HUVEC	POLR2A	POLR2A	ENSG00000181222	None	std	5325	5298	27	0.507042254	9826	2248	0	300000		
490	1	wgEncodeBroadHistoneK562Pol2bStdAlnRep0	Broad	Bernstein	K562	POLR2A	POLR2A	ENSG00000181222	None	std	11464	11424	40	0.348918353	39706	19319	11506	300000		
491	0	wgEncodeBroadHistoneNhekPol2bStdAlnRep0	Broad	Bernstein	NHEK	POLR2A	POLR2A	ENSG00000181222	None	std	5810	5784	26	0.447504303	65727	24361	0	300000		
492	1	wgEncodeSydhTfbsA549Pol2s2IggrabAlnRep0	Stanford	Snyder	A549	POLR2A	POLR2AphosphoS2	ENSG00000181222	None	std	3484	3454	30	0.861079219	20733	0	0	300000		
493	1	wgEncodeSydhTfbsGm12878Pol2s2IggmusAlnRep0	Stanford	Snyder	GM12878	POLR2A	POLR2AphosphoS2	ENSG00000181222	None	std	9375	9370	5	0.053333333	16772	8316	0	300000		
494	1	wgEncodeSydhTfbsHelas3Pol2s2IggrabAlnRep0	Stanford	Snyder	HeLa-S3	POLR2A	POLR2AphosphoS2	ENSG00000181222	None	std	12822	12797	25	0.194977383	96297	17948	0	300000		
495	1	wgEncodeSydhTfbsHepg2Pol2s2IggrabAlnRep0	Stanford	Snyder	HepG2	POLR2A	POLR2AphosphoS2	ENSG00000181222	None	std	4123	4091	32	0.776133883	234	0	0	300000		
496	0	wgEncodeSydhTfbsK562Pol2s2StdAlnRep0	Stanford	Snyder	K562	POLR2A	POLR2AphosphoS2	ENSG00000181222	None	std	2222	2220	2	0.090009001	39775	11649	5810	300000		
497	1	wgEncodeSydhTfbsK562Pol2s2IggrabAlnRep0	Stanford	Snyder	K562	POLR2A	POLR2AphosphoS2	ENSG00000181222	None	std	5432	5397	35	0.644329897	99982	45912	20464	300000		
498	1	wgEncodeSydhTfbsHelas3Rpc155StdAlnRep0	Harvard	Snyder	HeLa-S3	POLR3A	RPC155	ENSG00000148606	None	std	2803	2668	135	4.816268284	1229	759	0	300000		
499	0	wgEncodeSydhTfbsK562Rpc155StdAlnRep0	Harvard	Snyder	K562	POLR3A	RPC155	ENSG00000148606	None	std	1343	1310	33	2.457185406	1604	1115	0	300000		
500	0	wgEncodeSydhTfbsGm12878Pol3StdAlnRep0	Yale	Snyder	GM12878	POLR3G	Pol3	ENSG00000113356	None	std	211	211	0	0	192	0	0	91128		
501	0	wgEncodeSydhTfbsK562Pol3StdAlnRep0	Stanford	Snyder	K562	POLR3G	Pol3	ENSG00000113356	None	std	260	207	53	20.38461538	352	0	0	146210		
502	1	wgEncodeHaibTfbsGm12878Pou2f2Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	POU2F2	POU2F2	ENSG00000028277	None	PCR1x	22935	22891	44	0.191846523	83285	50172	12650	300000		
503	1	wgEncodeHaibTfbsGm12891Pou2f2Pcr1xAlnRep0	HudsonAlpha	Myers	GM12891	POU2F2	POU2F2	ENSG00000028277	None	PCR1x	14664	14630	34	0.231860338	45839	28032	0	300000		
504	1	wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	POU5F1	POU5F1_(SC-9081)	ENSG00000204531	None	v041610.2	4064	3997	67	1.648622047	20972	6366	0	300000		
505	0	wgEncodeSydhTfbsHepg2Pgc1aForsklnStdAlnRep0	Stanford	Snyder	HepG2	PPARGC1A	PGC1A	ENSG00000109819	forskolin	std	1322	1308	14	1.059001513	0	0	0	4468		
506	1	wgEncodeSydhTfbsHelas3Prdm19115IggrabAlnRep0	Stanford	Snyder	HeLa-S3	PRDM1	PRDM1_(9115)	ENSG00000057657	None	std	4624	4577	47	1.016435986	1631	949	0	300000		
507	1	wgEncodeSydhTfbsA549Rad21IggrabAlnRep0	Stanford	Snyder	A549	RAD21	Rad21	ENSG00000164754	None	std	24525	24465	60	0.244648318	27130	12270	0	240955		
508	1	wgEncodeHaibTfbsGm12878Rad21V0416101AlnRep0	HudsonAlpha	Myers	GM12878	RAD21	Rad21	ENSG00000164754	None	v041610.1	40071	40019	52	0.129769659	300000	208264	66403	300000		
509	1	wgEncodeSydhTfbsGm12878Rad21IggrabAlnRep0	Stanford	Snyder	GM12878	RAD21	Rad21	ENSG00000164754	None	std	33340	33085	255	0.764847031	38184	30439	17654	122750		
510	1	wgEncodeHaibTfbsH1hescRad21V0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	RAD21	Rad21	ENSG00000164754	None	v041610.2	75728	75680	48	0.063384745	217243	163261	103661	300000		
511	1	wgEncodeSydhTfbsH1hescRad21IggrabAlnRep0	Stanford	Snyder	H1-hESC	RAD21	Rad21	ENSG00000164754	None	std	55722	55674	48	0.086141919	95572	58028	28952	300000		
512	1	wgEncodeSydhTfbsHelas3Rad21IggrabAlnRep0	Stanford	Snyder	HeLa-S3	RAD21	Rad21	ENSG00000164754	None	std	43459	43420	39	0.089739755	105264	66652	35719	300000		
513	1	wgEncodeHaibTfbsHepg2Rad21V0416101AlnRep0	HudsonAlpha	Myers	HepG2	RAD21	Rad21	ENSG00000164754	None	v041610.1	54378	54315	63	0.115855677	133276	83550	50438	300000		
514	1	wgEncodeSydhTfbsHepg2Rad21IggrabAlnRep0	Stanford	Snyder	HepG2	RAD21	Rad21	ENSG00000164754	None	std	37299	37233	66	0.176948444	31113	21321	11585	300000		
